-14.76816654,-145.3881683,45.70650864,1,1
-3.907372475,-162.7270203,45.48213577,1,1
-13.28524494,-118.2103653,44.86922073,1,1
-14.39673138,-139.1969452,45.97914124,1,1
-15.37682438,-134.5447845,43.4234848,1,1
3.428349018,-92.13182068,45.75226974,1,1
-18.2689209,-199.518692,44.36695862,1,1
-19.53619385,-140.3680115,44.21022797,1,1
0.930056095,-111.3846664,43.95543671,1,1
-17.19408035,-183.3190765,45.8909111,1,1
-4.653913021,-174.2795105,45.09315872,1,1
4.182436943,-86.98549652,45.15830612,1,1
-18.18078804,-200.7961731,44.47170639,1,1
-14.59444904,-142.4747467,45.50405884,1,1
-7.87558794,-220.0363159,44.70563126,1,1
-6.814258099,-204.9510651,45.58200073,1,4
-6.16966486,-193.2902374,45.84908676,1,1
-6.726215839,-203.9568024,45.37608719,1,1
-3.777915001,-158.7786255,45.31020737,1,1
-1.607625961,-180.1571808,45.21884537,1,1
-4.184849739,-163.513031,43.78488541,1,1
-21.8938427,-211.3720856,44.48051071,1,1
-15.23276806,-154.1868439,44.38394165,1,1
-5.255125046,-180.2664185,43.92271423,1,1
-3.176261902,-144.5555115,43.59015656,1,1
-15.65828037,-151.9897156,44.5495491,1,1
-14.81258488,-145.3558197,43.7646637,1,1
-15.73284245,-159.6782227,45.51269913,1,1
-16.19675827,-168.0961761,43.85211182,1,1
1.446062088,-104.5776749,44.45290756,1,1
-16.07633972,-167.6940155,43.28404999,1,1
-12.0461092,-98.82528687,42.90019226,1,1
-2.782176971,-143.8280945,45.71910477,1,1
-22.00240326,-215.288559,45.94820404,1,1
3.550885916,-90.12981415,44.99230576,1,1
-14.30327129,-137.959259,45.9718895,1,3
-19.0354023,-210.3453522,44.35494232,1,1
-16.12758255,-167.0601654,43.2855835,1,1
-15.92365742,-162.6803436,44.72627258,1,1
-3.97058773,-163.1587677,45.8176384,1,1
-15.66301632,-161.6513062,43.58763123,1,1
-4.569458008,-167.1809998,45.92797089,1,1
-14.3065424,-140.2651825,43.08052063,1,2
-16.10772896,-166.8460541,43.12837219,1,1
-7.094112873,-213.9595184,44.41994858,1,1
-12.98412418,-115.8588943,43.7153244,1,1
4.826902866,-80.68629456,43.45340729,1,1
-15.72685146,-162.0897827,45.82241821,1,1
-5.922454834,-189.9743347,45.59823227,1,1
-16.50214767,-169.1247253,45.7298317,1,1
-7.037490845,-208.5729828,44.36103439,1,1
-16.78446007,-177.4628601,44.26106644,1,3
-17.89597893,-196.43396,44.03401947,1,1
-16.9040432,-175.7108307,44.62310028,1,1
-14.07810116,-136.0412598,43.74916458,1,1
-2.74259901,-137.0674438,45.63248825,1,5
-6.847619057,-207.0781708,44.16577911,1,1
-14.90911007,-148.6664886,44.98103714,1,1
-16.53826332,-171.7741699,45.92303848,1,1
-6.242358208,-199.3510742,44.91263199,1,1
-13.242486,-117.5415192,45.86478806,1,1
-15.68557835,-161.8664551,44.32395935,1,1
-15.54883289,-151.9612885,43.81322861,1,2
-11.76325703,-95.4733963,45.79817963,1,1
-5.022017956,-175.0911255,43.86706543,1,1
-15.45148182,-157.3947449,43.67460251,1,1
-0.263991833,-116.5091705,43.53029251,1,1
-12.02080059,-101.8789139,43.71286774,1,1
-3.47565937,-154.9591827,45.75559998,1,1
-0.180634022,-166.2314911,45.36320114,1,4
-6.66330719,-204.074234,44.09864044,1,1
-3.643341064,-159.4430237,45.48735428,1,1
-20.36700249,-217.0831757,45.32309341,1,3
-18.17963409,-201.3249054,44.24965286,1,1
-3.903489113,-158.2064819,44.24533463,1,1
-7.156506062,-215.1936646,44.66926575,1,1
